"Team Liquid","NA","Victor Goossens","Jang Nu-ri"
"Team Mist","LMS","Hu Yu-Jiang","Lin Hsin-Yu"
"Team ROCCAT","EU","Tomislav Mihailov","Karim Bbahla"
"Team Rigel","GPL","Eleana Lim","Yang Jian Hao"
"Team SoloMid","NA","Andy Dinh","Parth Naidu"
"Team Turquality","TCL","Sertan Kay","Tolga Yurt"
"Team Vitality","EU","Nicolas Maurer","Heo Yeong-cheol"
"Team WE","LPL","Zhang Wei","Lee Woo-suk"
"Tesla E-Sports","LAN","Enrique Sanchez","Esteban Mendez"
"Trident Esports","OPL","Cody Smith","Lachie Wall"
"Unicorns Of Love","EU","Fabian Mallant","Fabian Mallant"
"Unsold Stuff Gaming","LJL","Daisuke Takahashi ","Kazuki Kubo"
"Vaevictis eSports","LCL","Xenia Meshcheryakova","Alexey Kholin"
"Vega Squadron","LCL","Alexey Kondakov","Alexey Taranda"
"Vestigial","GPL","Nelson Sng",
"Vici Gaming","LPL","Lu Wenjun","Lee Jeong-hyeon"
"ZAGA Talent Gaming","LAN","Rodrigo Gadala","Daniel Azon"
"ahq e-Sports Club","LMS","Hulk Wen","Tsai Shang-Ching"
"e-mFire","LCK","Kongdoo","Jang Min-chul"
"eXtreme Gamers","LMS","Huang Tsung-Yu","Liang Chang-Wei"
"g3nerationX","CBLOL","Alexandre Borba","Rafael Mucidas"
"paiN Gaming","CBLOL","Arthur Zarzur","Gabriel Souza"
"ÇİLEKLER","TCL","Baris Mete Sevinc","Sukru Senturk"
